date;location_key;new_confirmed;new_tested;cumulative_confirmed;new_persons_vaccinated;cumulative_persons_vaccinated;mobility_retail_and_recreation;mobility_grocery_and_pharmacy;mobility_parks;mobility_transit_stations;mobility_workplaces;mobility_residential
01/01/2020;BR;380.0;1154.0;380.0;;;;;;;;
02/01/2020;BR;906.0;2337.0;1286.0;;;;;;;;
03/01/2020;BR;478.0;1307.0;1764.0;;;;;;;;
04/01/2020;BR;1848.0;5007.0;3612.0;;;;;;;;
05/01/2020;BR;1095.0;3459.0;4707.0;;;;;;;;
06/01/2020;BR;821.0;2250.0;5528.0;;;;;;;;
07/01/2020;BR;607.0;1665.0;6135.0;;;;;;;;
08/01/2020;BR;440.0;1237.0;6575.0;;;;;;;;
09/01/2020;BR;173.0;446.0;6748.0;;;;;;;;
10/01/2020;BR;74.0;274.0;6822.0;;;;;;;;
11/01/2020;BR;229.0;587.0;7051.0;;;;;;;;
12/01/2020;BR;323.0;925.0;7374.0;;;;;;;;
13/01/2020;BR;199.0;479.0;7573.0;;;;;;;;
14/01/2020;BR;150.0;428.0;7723.0;;;;;;;;
15/01/2020;BR;142.0;439.0;7865.0;;;;;;;;
16/01/2020;BR;68.0;180.0;7933.0;;;;;;;;
17/01/2020;BR;69.0;164.0;8002.0;;;;;;;;
18/01/2020;BR;139.0;423.0;8141.0;;;;;;;;
19/01/2020;BR;104.0;306.0;8245.0;;;;;;;;
20/01/2020;BR;172.0;566.0;8417.0;;;;;;;;
21/01/2020;BR;109.0;466.0;8526.0;;;;;;;;
22/01/2020;BR;113.0;379.0;8639.0;;;;;;;;
23/01/2020;BR;63.0;209.0;8702.0;;;;;;;;
24/01/2020;BR;44.0;244.0;8746.0;;;;;;;;
25/01/2020;BR;110.0;309.0;8856.0;;;;;;;;
26/01/2020;BR;80.0;259.0;8936.0;;;;;;;;
27/01/2020;BR;111.0;291.0;9047.0;;;;;;;;
28/01/2020;BR;96.0;290.0;9143.0;;;;;;;;
29/01/2020;BR;75.0;270.0;9218.0;;;;;;;;
30/01/2020;BR;105.0;262.0;9323.0;;;;;;;;
31/01/2020;BR;176.0;344.0;9499.0;;;;;;;;
01/02/2020;BR;240.0;684.0;9739.0;;;;;;;;
02/02/2020;BR;162.0;549.0;9901.0;;;;;;;;
03/02/2020;BR;119.0;470.0;10020.0;;;;;;;;
04/02/2020;BR;293.0;523.0;10313.0;;;;;;;;
05/02/2020;BR;82.0;223.0;10395.0;;;;;;;;
06/02/2020;BR;78.0;228.0;10473.0;;;;;;;;
07/02/2020;BR;80.0;242.0;10553.0;;;;;;;;
08/02/2020;BR;101.0;326.0;10654.0;;;;;;;;
09/02/2020;BR;91.0;267.0;10745.0;;;;;;;;
10/02/2020;BR;110.0;388.0;10855.0;;;;;;;;
11/02/2020;BR;108.0;264.0;10963.0;;;;;;;;
12/02/2020;BR;147.0;352.0;11110.0;;;;;;;;
13/02/2020;BR;58.0;212.0;11168.0;;;;;;;;
14/02/2020;BR;76.0;339.0;11244.0;;;;;;;;
15/02/2020;BR;126.0;443.0;11370.0;;;5.0;4.0;-5.0;8.0;6.0;0.0
16/02/2020;BR;108.0;287.0;11478.0;;;2.0;3.0;-13.0;3.0;0.0;1.0
17/02/2020;BR;128.0;380.0;11606.0;;;-2.0;0.0;-12.0;9.0;19.0;-1.0
18/02/2020;BR;134.0;534.0;11740.0;;;-3.0;-1.0;-11.0;9.0;15.0;-1.0
19/02/2020;BR;176.0;479.0;11916.0;;;-1.0;-2.0;-5.0;8.0;14.0;-1.0
20/02/2020;BR;96.0;389.0;12012.0;;;1.0;7.0;2.0;11.0;15.0;-2.0
21/02/2020;BR;69.0;187.0;12081.0;;;2.0;10.0;1.0;12.0;13.0;-1.0
22/02/2020;BR;108.0;311.0;12189.0;;;-3.0;6.0;12.0;6.0;-4.0;0.0
23/02/2020;BR;68.0;187.0;12257.0;;;4.0;7.0;32.0;2.0;-3.0;1.0
24/02/2020;BR;96.0;372.0;12353.0;;;-14.0;-7.0;69.0;-27.0;-45.0;8.0
25/02/2020;BR;0.0;283.0;0.0;;;-31.0;-29.0;51.0;-35.0;-61.0;10.0
26/02/2020;BR;1.0;11606.0;1.0;;;-18.0;-11.0;-8.0;-17.0;-18.0;6.0
27/02/2020;BR;0.0;298.0;1.0;;;-8.0;2.0;-11.0;1.0;10.0;1.0
28/02/2020;BR;0.0;309.0;1.0;;;-5.0;3.0;-17.0;2.0;13.0;1.0
29/02/2020;BR;1.0;156.0;2.0;;;-3.0;5.0;-23.0;-2.0;5.0;3.0
01/03/2020;BR;0.0;447.0;2.0;;;-9.0;3.0;-34.0;-10.0;-1.0;5.0
02/03/2020;BR;0.0;715.0;2.0;;;-6.0;1.0;-25.0;6.0;20.0;0.0
03/03/2020;BR;0.0;360.0;2.0;;;-5.0;2.0;-21.0;6.0;15.0;-1.0
04/03/2020;BR;1.0;606.0;3.0;;;-1.0;2.0;-11.0;7.0;16.0;-1.0
05/03/2020;BR;4.0;253.0;7.0;;;0.0;7.0;-5.0;10.0;18.0;-2.0
06/03/2020;BR;6.0;400.0;13.0;;;6.0;11.0;-7.0;13.0;18.0;-2.0
07/03/2020;BR;6.0;367.0;19.0;;;9.0;13.0;-14.0;8.0;7.0;0.0
08/03/2020;BR;6.0;373.0;25.0;;;8.0;11.0;-17.0;2.0;3.0;1.0
09/03/2020;BR;0.0;667.0;25.0;;;1.0;5.0;-12.0;12.0;21.0;-2.0
10/03/2020;BR;9.0;853.0;34.0;;;0.0;5.0;-11.0;11.0;17.0;-2.0
11/03/2020;BR;18.0;8722.0;52.0;;;1.0;2.0;-6.0;10.0;17.0;-1.0
12/03/2020;BR;25.0;1275.0;77.0;;;-2.0;4.0;-5.0;10.0;17.0;-2.0
13/03/2020;BR;21.0;5462.0;98.0;;;0.0;7.0;-8.0;10.0;18.0;-2.0
14/03/2020;BR;23.0;2878.0;121.0;;;-2.0;7.0;-15.0;0.0;6.0;1.0
15/03/2020;BR;79.0;1657.0;200.0;;;-8.0;7.0;-21.0;-7.0;0.0;3.0
16/03/2020;BR;34.0;8368.0;234.0;;;-11.0;6.0;-23.0;-4.0;14.0;1.0
17/03/2020;BR;57.0;2844.0;291.0;;;-19.0;7.0;-28.0;-15.0;3.0;4.0
18/03/2020;BR;137.0;9573.0;428.0;;;-25.0;5.0;-28.0;-22.0;-6.0;7.0
19/03/2020;BR;193.0;3791.0;621.0;;;-36.0;2.0;-34.0;-31.0;-17.0;10.0
20/03/2020;BR;283.0;4739.0;904.0;;;-45.0;0.0;-45.0;-37.0;-21.0;13.0
21/03/2020;BR;224.0;12908.0;1128.0;;;-63.0;-16.0;-66.0;-50.0;-30.0;16.0
22/03/2020;BR;418.0;2771.0;1546.0;;;-72.0;-33.0;-75.0;-60.0;-34.0;17.0
23/03/2020;BR;345.0;13421.0;1891.0;;;-65.0;-26.0;-61.0;-58.0;-42.0;20.0
24/03/2020;BR;310.0;4908.0;2201.0;;;-71.0;-33.0;-62.0;-63.0;-51.0;22.0
25/03/2020;BR;232.0;12263.0;2433.0;;;-69.0;-32.0;-57.0;-63.0;-52.0;23.0
26/03/2020;BR;482.0;6237.0;2915.0;;;-69.0;-29.0;-54.0;-62.0;-50.0;22.0
27/03/2020;BR;502.0;12931.0;3417.0;;;-67.0;-26.0;-56.0;-60.0;-48.0;23.0
28/03/2020;BR;486.0;5395.0;3903.0;;;-70.0;-27.0;-64.0;-59.0;-41.0;19.0
29/03/2020;BR;353.0;4983.0;4256.0;;;-71.0;-35.0;-70.0;-62.0;-34.0;17.0
30/03/2020;BR;323.0;10005.0;4579.0;;;-62.0;-26.0;-55.0;-59.0;-43.0;20.0
31/03/2020;BR;1138.0;14527.0;5717.0;;;-60.0;-21.0;-53.0;-58.0;-45.0;19.0
01/04/2020;BR;1117.0;10730.0;6834.0;;;-58.0;-19.0;-48.0;-57.0;-45.0;20.0
02/04/2020;BR;1076.0;9973.0;7910.0;;;-59.0;-17.0;-48.0;-57.0;-45.0;20.0
03/04/2020;BR;1146.0;12461.0;9056.0;;;-60.0;-14.0;-52.0;-55.0;-42.0;20.0
04/04/2020;BR;1222.0;7248.0;10278.0;;;-63.0;-13.0;-60.0;-53.0;-35.0;16.0
05/04/2020;BR;852.0;17946.0;11130.0;;;-67.0;-24.0;-66.0;-57.0;-30.0;15.0
06/04/2020;BR;926.0;10775.0;12056.0;;;-56.0;-14.0;-53.0;-53.0;-38.0;18.0
07/04/2020;BR;1661.0;17938.0;13717.0;;;-53.0;-8.0;-50.0;-53.0;-40.0;17.0
08/04/2020;BR;2210.0;13243.0;15927.0;;;-52.0;-7.0;-46.0;-52.0;-40.0;18.0
09/04/2020;BR;1930.0;12243.0;17857.0;;;-49.0;11.0;-40.0;-49.0;-41.0;16.0
10/04/2020;BR;1781.0;7640.0;19638.0;;;-76.0;-38.0;-58.0;-69.0;-72.0;27.0
11/04/2020;BR;1089.0;6417.0;20727.0;;;-59.0;-5.0;-59.0;-52.0;-36.0;16.0
12/04/2020;BR;1442.0;4795.0;22169.0;;;-67.0;-25.0;-67.0;-55.0;-26.0;13.0
13/04/2020;BR;1261.0;13898.0;23430.0;;;-54.0;-19.0;-52.0;-53.0;-35.0;17.0
14/04/2020;BR;1832.0;12907.0;25262.0;;;-56.0;-20.0;-54.0;-55.0;-39.0;18.0
15/04/2020;BR;3058.0;13692.0;28320.0;;;-54.0;-17.0;-47.0;-53.0;-38.0;18.0
16/04/2020;BR;2105.0;16798.0;30425.0;;;-56.0;-14.0;-46.0;-53.0;-38.0;18.0
17/04/2020;BR;3257.0;23329.0;33682.0;;;-55.0;-11.0;-50.0;-51.0;-36.0;19.0
18/04/2020;BR;2917.0;21638.0;36599.0;;;-61.0;-15.0;-59.0;-50.0;-28.0;15.0
19/04/2020;BR;2055.0;6097.0;38654.0;;;-67.0;-23.0;-64.0;-56.0;-25.0;14.0
20/04/2020;BR;1927.0;16310.0;40581.0;;;-53.0;-11.0;-47.0;-53.0;-39.0;17.0
21/04/2020;BR;2498.0;12784.0;43079.0;;;-71.0;-37.0;-51.0;-68.0;-67.0;23.0
22/04/2020;BR;2678.0;18292.0;45757.0;;;-53.0;-15.0;-45.0;-51.0;-34.0;17.0
23/04/2020;BR;3735.0;17042.0;49492.0;;;-56.0;-17.0;-44.0;-54.0;-36.0;18.0
24/04/2020;BR;3503.0;20321.0;52995.0;;;-55.0;-14.0;-48.0;-50.0;-32.0;18.0
25/04/2020;BR;5514.0;10083.0;58509.0;;;-59.0;-14.0;-55.0;-48.0;-25.0;15.0
26/04/2020;BR;3379.0;16435.0;61888.0;;;-65.0;-22.0;-61.0;-54.0;-23.0;14.0
27/04/2020;BR;4613.0;24402.0;66501.0;;;-54.0;-19.0;-50.0;-51.0;-30.0;17.0
28/04/2020;BR;5385.0;84162.0;71886.0;;;-53.0;-16.0;-48.0;-50.0;-33.0;13.0
29/04/2020;BR;6276.0;23788.0;78162.0;;;-52.0;-15.0;-43.0;-50.0;-32.0;17.0
30/04/2020;BR;7218.0;37062.0;85380.0;;;-48.0;3.0;-37.0;-46.0;-31.0;14.0
01/05/2020;BR;5919.0;22656.0;91299.0;;;-71.0;-33.0;-49.0;-66.0;-66.0;25.0
02/05/2020;BR;5097.0;14703.0;96396.0;;;-57.0;-7.0;-54.0;-50.0;-27.0;15.0
03/05/2020;BR;4751.0;10379.0;101147.0;;;-65.0;-21.0;-62.0;-54.0;-21.0;13.0
04/05/2020;BR;6633.0;38284.0;107780.0;;;-50.0;-10.0;-48.0;-48.0;-27.0;15.0
05/05/2020;BR;6935.0;32605.0;114715.0;;;-50.0;-7.0;-47.0;-48.0;-31.0;16.0
06/05/2020;BR;10503.0;32625.0;125218.0;;;-49.0;-6.0;-44.0;-48.0;-31.0;16.0
07/05/2020;BR;9888.0;33984.0;135106.0;;;-48.0;1.0;-43.0;-47.0;-31.0;16.0
08/05/2020;BR;10222.0;37365.0;145328.0;;;-46.0;7.0;-43.0;-43.0;-28.0;16.0
09/05/2020;BR;10611.0;17265.0;155939.0;;;-47.0;10.0;-52.0;-40.0;-19.0;13.0
10/05/2020;BR;6760.0;12767.0;162699.0;;;-59.0;-4.0;-62.0;-45.0;-5.0;10.0
11/05/2020;BR;5632.0;47440.0;168331.0;;;-49.0;-11.0;-47.0;-47.0;-27.0;16.0
12/05/2020;BR;9258.0;45096.0;177589.0;;;-51.0;-11.0;-49.0;-48.0;-31.0;16.0
13/05/2020;BR;11385.0;45266.0;188974.0;;;-51.0;-14.0;-46.0;-49.0;-31.0;17.0
14/05/2020;BR;13944.0;47620.0;202918.0;;;-52.0;-12.0;-46.0;-49.0;-31.0;16.0
15/05/2020;BR;15305.0;57030.0;218223.0;;;-52.0;-7.0;-49.0;-48.0;-29.0;18.0
16/05/2020;BR;14919.0;28926.0;233142.0;;;-55.0;-8.0;-56.0;-46.0;-21.0;15.0
17/05/2020;BR;7938.0;20947.0;241080.0;;;-63.0;-17.0;-61.0;-52.0;-16.0;14.0
18/05/2020;BR;13140.0;66968.0;254220.0;;;-50.0;-13.0;-48.0;-48.0;-26.0;16.0
19/05/2020;BR;17408.0;67332.0;271628.0;;;-51.0;-13.0;-48.0;-48.0;-29.0;16.0
20/05/2020;BR;19951.0;72420.0;291579.0;;;-50.0;-8.0;-43.0;-49.0;-31.0;17.0
21/05/2020;BR;18508.0;74060.0;310087.0;;;-51.0;-7.0;-43.0;-49.0;-31.0;17.0
22/05/2020;BR;20803.0;74566.0;330890.0;;;-52.0;-6.0;-49.0;-47.0;-28.0;17.0
23/05/2020;BR;16508.0;37664.0;347398.0;;;-56.0;-7.0;-60.0;-47.0;-20.0;15.0
24/05/2020;BR;15813.0;25279.0;363211.0;;;-66.0;-18.0;-67.0;-54.0;-17.0;14.0
25/05/2020;BR;11687.0;82136.0;374898.0;;;-53.0;-12.0;-50.0;-52.0;-34.0;18.0
26/05/2020;BR;16324.0;84605.0;391222.0;;;-50.0;-9.0;-49.0;-47.0;-28.0;16.0
27/05/2020;BR;20599.0;80257.0;411821.0;;;-48.0;-8.0;-43.0;-46.0;-27.0;16.0
28/05/2020;BR;26417.0;81906.0;438238.0;;;-48.0;-4.0;-42.0;-45.0;-27.0;16.0
29/05/2020;BR;26928.0;94676.0;465166.0;;;-47.0;3.0;-43.0;-42.0;-24.0;16.0
30/05/2020;BR;33274.0;42776.0;498440.0;;;-50.0;2.0;-51.0;-40.0;-12.0;12.0
31/05/2020;BR;15760.0;17533.0;514200.0;;;-60.0;-9.0;-58.0;-47.0;-8.0;12.0
01/06/2020;BR;12247.0;93070.0;526447.0;;;-45.0;-3.0;-47.0;-43.0;-21.0;14.0
02/06/2020;BR;28936.0;84057.0;555383.0;;;-46.0;-4.0;-48.0;-45.0;-25.0;15.0
03/06/2020;BR;28633.0;89552.0;584016.0;;;-44.0;-3.0;-41.0;-43.0;-24.0;16.0
04/06/2020;BR;30925.0;92763.0;614941.0;;;-45.0;0.0;-41.0;-42.0;-24.0;15.0
05/06/2020;BR;30830.0;95246.0;645771.0;;;-42.0;9.0;-44.0;-38.0;-21.0;15.0
06/06/2020;BR;27075.0;42153.0;672846.0;;;-45.0;8.0;-52.0;-36.0;-11.0;12.0
07/06/2020;BR;18912.0;24957.0;691758.0;;;-56.0;-5.0;-58.0;-45.0;-6.0;12.0
08/06/2020;BR;15654.0;113536.0;707412.0;;;-39.0;1.0;-42.0;-39.0;-19.0;14.0
09/06/2020;BR;32091.0;111042.0;739503.0;;;-42.0;-2.0;-45.0;-41.0;-23.0;14.0
10/06/2020;BR;32913.0;123587.0;772416.0;;;-36.0;5.0;-36.0;-38.0;-22.0;13.0
11/06/2020;BR;30412.0;57265.0;802828.0;;;-54.0;-13.0;-37.0;-51.0;-51.0;20.0
12/06/2020;BR;25982.0;86219.0;828810.0;;;-33.0;14.0;-33.0;-37.0;-27.0;15.0
13/06/2020;BR;21704.0;37623.0;850514.0;;;-46.0;-2.0;-46.0;-38.0;-11.0;12.0
14/06/2020;BR;17110.0;23883.0;867624.0;;;-57.0;-12.0;-59.0;-47.0;-5.0;12.0
15/06/2020;BR;20647.0;124066.0;888271.0;;;-40.0;-4.0;-46.0;-40.0;-19.0;14.0
16/06/2020;BR;34918.0;121737.0;923189.0;;;-41.0;-4.0;-44.0;-40.0;-22.0;14.0
17/06/2020;BR;32188.0;125535.0;955377.0;;;-40.0;-4.0;-38.0;-40.0;-22.0;15.0
18/06/2020;BR;22765.0;122308.0;978142.0;;;-41.0;-3.0;-37.0;-40.0;-22.0;14.0
19/06/2020;BR;54771.0;117883.0;1032913.0;;;-41.0;1.0;-40.0;-37.0;-20.0;14.0
20/06/2020;BR;34666.0;52741.0;1067579.0;;;-44.0;2.0;-45.0;-34.0;-7.0;11.0
21/06/2020;BR;17459.0;29032.0;1085038.0;;;-54.0;-8.0;-49.0;-42.0;-1.0;11.0
22/06/2020;BR;21432.0;150088.0;1106470.0;;;-40.0;-5.0;-41.0;-38.0;-19.0;14.0
23/06/2020;BR;39436.0;138500.0;1145906.0;;;-40.0;-2.0;-39.0;-38.0;-22.0;14.0
24/06/2020;BR;42725.0;128978.0;1188631.0;;;-43.0;-8.0;-36.0;-40.0;-24.0;15.0
25/06/2020;BR;39483.0;146502.0;1228114.0;;;-43.0;-3.0;-38.0;-39.0;-22.0;14.0
26/06/2020;BR;46860.0;148595.0;1274974.0;;;-43.0;1.0;-43.0;-38.0;-20.0;15.0
27/06/2020;BR;38693.0;52174.0;1313667.0;;;-50.0;-3.0;-56.0;-42.0;-12.0;14.0
28/06/2020;BR;30476.0;33138.0;1344143.0;;;-57.0;-12.0;-59.0;-47.0;-5.0;13.0
29/06/2020;BR;24052.0;150198.0;1368195.0;;;-42.0;-6.0;-47.0;-40.0;-19.0;14.0
30/06/2020;BR;33846.0;149052.0;1402041.0;;;-39.0;2.0;-44.0;-38.0;-22.0;13.0
01/07/2020;BR;46712.0;145292.0;1448753.0;;;-38.0;4.0;-39.0;-38.0;-22.0;13.0
02/07/2020;BR;48105.0;143450.0;1496858.0;;;-38.0;8.0;-36.0;-37.0;-22.0;14.0
03/07/2020;BR;42223.0;146245.0;1539081.0;;;-37.0;11.0;-39.0;-34.0;-19.0;14.0
04/07/2020;BR;37923.0;56269.0;1577004.0;;;-40.0;12.0;-45.0;-31.0;-7.0;11.0
05/07/2020;BR;26051.0;34785.0;1603055.0;;;-51.0;-4.0;-53.0;-41.0;-3.0;11.0
06/07/2020;BR;20229.0;166693.0;1623284.0;;;-35.0;7.0;-40.0;-35.0;-18.0;13.0
07/07/2020;BR;45305.0;157718.0;1668589.0;;;-34.0;9.0;-39.0;-34.0;-22.0;13.0
08/07/2020;BR;44571.0;158203.0;1713160.0;;;-34.0;6.0;-34.0;-34.0;-21.0;13.0
09/07/2020;BR;42619.0;155194.0;1755779.0;;;-36.0;8.0;-33.0;-35.0;-21.0;13.0
10/07/2020;BR;45048.0;164883.0;1800827.0;;;-34.0;12.0;-35.0;-31.0;-18.0;13.0
11/07/2020;BR;39023.0;63709.0;1839850.0;;;-40.0;8.0;-43.0;-30.0;-7.0;10.0
12/07/2020;BR;24831.0;39857.0;1864681.0;;;-50.0;-6.0;-47.0;-38.0;-3.0;10.0
13/07/2020;BR;20286.0;184211.0;1884967.0;;;-35.0;0.0;-38.0;-34.0;-17.0;13.0
14/07/2020;BR;41857.0;166108.0;1926824.0;;;-37.0;-1.0;-41.0;-37.0;-21.0;13.0
15/07/2020;BR;39924.0;161295.0;1966748.0;;;-34.0;2.0;-36.0;-36.0;-20.0;14.0
16/07/2020;BR;45403.0;159458.0;2012151.0;;;-36.0;4.0;-35.0;-35.0;-20.0;14.0
17/07/2020;BR;34177.0;159086.0;2046328.0;;;-35.0;7.0;-35.0;-32.0;-17.0;13.0
18/07/2020;BR;28532.0;63070.0;2074860.0;;;-39.0;7.0;-40.0;-30.0;-6.0;11.0
19/07/2020;BR;23529.0;38504.0;2098389.0;;;-47.0;-5.0;-42.0;-37.0;-2.0;10.0
20/07/2020;BR;20257.0;183568.0;2118646.0;;;-33.0;3.0;-35.0;-33.0;-16.0;12.0
21/07/2020;BR;41008.0;162602.0;2159654.0;;;-34.0;2.0;-34.0;-34.0;-20.0;13.0
22/07/2020;BR;67860.0;160855.0;2227514.0;;;-33.0;2.0;-28.0;-33.0;-18.0;13.0
23/07/2020;BR;59961.0;162200.0;2287475.0;;;-34.0;4.0;-25.0;-33.0;-18.0;13.0
24/07/2020;BR;55891.0;159986.0;2343366.0;;;-34.0;8.0;-29.0;-30.0;-16.0;13.0
25/07/2020;BR;51147.0;63176.0;2394513.0;;;-38.0;7.0;-35.0;-28.0;-6.0;10.0
26/07/2020;BR;24578.0;38820.0;2419091.0;;;-47.0;-6.0;-43.0;-37.0;-2.0;10.0
27/07/2020;BR;23284.0;185285.0;2442375.0;;;-33.0;1.0;-34.0;-33.0;-16.0;12.0
28/07/2020;BR;40816.0;160496.0;2483191.0;;;-35.0;1.0;-34.0;-33.0;-19.0;12.0
29/07/2020;BR;69074.0;155654.0;2552265.0;;;-34.0;1.0;-34.0;-35.0;-19.0;13.0
30/07/2020;BR;57837.0;157087.0;2610102.0;;;-34.0;5.0;-34.0;-35.0;-19.0;13.0
31/07/2020;BR;52383.0;163989.0;2662485.0;;;-30.0;15.0;-33.0;-29.0;-15.0;12.0
01/08/2020;BR;45392.0;67549.0;2707877.0;;;-32.0;16.0;-36.0;-26.0;-4.0;10.0
02/08/2020;BR;25800.0;40304.0;2733677.0;;;-42.0;1.0;-39.0;-34.0;-1.0;9.0
03/08/2020;BR;16641.0;185246.0;2750318.0;;;-28.0;8.0;-33.0;-30.0;-14.0;11.0
04/08/2020;BR;51603.0;164842.0;2801921.0;;;-28.0;9.0;-31.0;-30.0;-18.0;12.0
05/08/2020;BR;55676.0;154509.0;2857597.0;;;-25.0;11.0;-25.0;-29.0;-17.0;12.0
06/08/2020;BR;54615.0;156807.0;2912212.0;;;-24.0;17.0;-21.0;-27.0;-17.0;11.0
07/08/2020;BR;50230.0;159395.0;2962442.0;;;-21.0;22.0;-23.0;-23.0;-13.0;10.0
08/08/2020;BR;49970.0;62987.0;3012412.0;;;-21.0;26.0;-29.0;-18.0;-1.0;7.0
09/08/2020;BR;23010.0;34390.0;3035422.0;;;-39.0;9.0;-39.0;-27.0;9.0;6.0
10/08/2020;BR;22048.0;184490.0;3057470.0;;;-25.0;8.0;-29.0;-28.0;-14.0;10.0
11/08/2020;BR;52160.0;166274.0;3109630.0;;;-27.0;7.0;-29.0;-29.0;-17.0;11.0
12/08/2020;BR;55155.0;169978.0;3164785.0;;;-27.0;5.0;-26.0;-29.0;-16.0;12.0
13/08/2020;BR;60091.0;162220.0;3224876.0;;;-28.0;8.0;-24.0;-29.0;-16.0;11.0
14/08/2020;BR;50644.0;161115.0;3275520.0;;;-26.0;12.0;-25.0;-25.0;-13.0;11.0
15/08/2020;BR;41576.0;59830.0;3317096.0;;;-30.0;10.0;-32.0;-25.0;-5.0;9.0
16/08/2020;BR;23101.0;33918.0;3340197.0;;;-40.0;-3.0;-42.0;-36.0;-3.0;9.0
17/08/2020;BR;19373.0;176842.0;3359570.0;;;-30.0;3.0;-37.0;-30.0;-13.0;11.0
18/08/2020;BR;47784.0;158239.0;3407354.0;;;-31.0;2.0;-37.0;-32.0;-15.0;11.0
19/08/2020;BR;49298.0;154174.0;3456652.0;;;-29.0;3.0;-29.0;-30.0;-15.0;11.0
20/08/2020;BR;45323.0;154750.0;3501975.0;;;-31.0;6.0;-32.0;-31.0;-16.0;11.0
21/08/2020;BR;30355.0;147023.0;3532330.0;;;-32.0;6.0;-39.0;-32.0;-14.0;12.0
22/08/2020;BR;50032.0;52673.0;3582362.0;;;-32.0;8.0;-43.0;-30.0;-4.0;10.0
23/08/2020;BR;23421.0;33759.0;3605783.0;;;-40.0;-1.0;-44.0;-35.0;0.0;10.0
24/08/2020;BR;17078.0;167804.0;3622861.0;;;-27.0;4.0;-33.0;-28.0;-10.0;11.0
25/08/2020;BR;47134.0;149180.0;3669995.0;;;-27.0;6.0;-31.0;-28.0;-14.0;10.0
26/08/2020;BR;47161.0;142834.0;3717156.0;;;-25.0;6.0;-24.0;-28.0;-13.0;10.0
27/08/2020;BR;44235.0;148197.0;3761391.0;;;-27.0;8.0;-21.0;-27.0;-12.0;10.0
28/08/2020;BR;43412.0;152589.0;3804803.0;;;-24.0;13.0;-23.0;-23.0;-10.0;9.0
29/08/2020;BR;41350.0;61803.0;3846153.0;;;-25.0;13.0;-24.0;-20.0;1.0;7.0
30/08/2020;BR;16158.0;36360.0;3862311.0;;;-33.0;4.0;-27.0;-26.0;2.0;7.0
31/08/2020;BR;45961.0;155336.0;3908272.0;;;-27.0;7.0;-32.0;-27.0;-10.0;9.0
01/09/2020;BR;42659.0;140979.0;3950931.0;;;-26.0;11.0;-31.0;-27.0;-13.0;9.0
02/09/2020;BR;46934.0;137903.0;3997865.0;;;-22.0;11.0;-23.0;-25.0;-12.0;9.0
03/09/2020;BR;43773.0;140253.0;4041638.0;;;-22.0;14.0;-18.0;-23.0;-12.0;9.0
04/09/2020;BR;51194.0;133983.0;4092832.0;;;-18.0;23.0;-17.0;-17.0;-9.0;8.0
05/09/2020;BR;30168.0;47606.0;4123000.0;;;-17.0;24.0;-14.0;-12.0;-2.0;4.0
06/09/2020;BR;14521.0;27463.0;4137521.0;;;-26.0;15.0;-6.0;-23.0;-1.0;5.0
07/09/2020;BR;10273.0;39427.0;4147794.0;;;-44.0;-15.0;3.0;-49.0;-61.0;14.0
08/09/2020;BR;14279.0;144669.0;4162073.0;;;-21.0;15.0;-25.0;-22.0;-15.0;7.0
09/09/2020;BR;35816.0;128566.0;4197889.0;;;-21.0;13.0;-20.0;-23.0;-11.0;9.0
10/09/2020;BR;40557.0;134478.0;4238446.0;;;-20.0;17.0;-13.0;-21.0;-11.0;8.0
11/09/2020;BR;43718.0;128795.0;4282164.0;;;-19.0;17.0;-16.0;-18.0;-9.0;9.0
12/09/2020;BR;33523.0;47259.0;4315687.0;;;-20.0;17.0;-18.0;-15.0;2.0;6.0
13/09/2020;BR;14768.0;28035.0;4330455.0;;;-28.0;8.0;-20.0;-22.0;3.0;6.0
14/09/2020;BR;15155.0;135157.0;4345610.0;;;-23.0;8.0;-24.0;-23.0;-7.0;9.0
15/09/2020;BR;36653.0;122644.0;4382263.0;;;-23.0;11.0;-27.0;-24.0;-11.0;10.0
16/09/2020;BR;36820.0;122848.0;4419083.0;;;-23.0;6.0;-19.0;-24.0;-11.0;10.0
17/09/2020;BR;36303.0;120986.0;4455386.0;;;-24.0;10.0;-17.0;-23.0;-10.0;9.0
18/09/2020;BR;39797.0;119851.0;4495183.0;;;-21.0;14.0;-19.0;-20.0;-7.0;9.0
19/09/2020;BR;33057.0;50105.0;4528240.0;;;-21.0;15.0;-21.0;-16.0;2.0;7.0
20/09/2020;BR;16389.0;32167.0;4544629.0;;;-33.0;4.0;-35.0;-28.0;1.0;8.0
21/09/2020;BR;13439.0;137445.0;4558068.0;;;-27.0;5.0;-35.0;-26.0;-9.0;10.0
22/09/2020;BR;33536.0;124509.0;4591604.0;;;-31.0;3.0;-41.0;-29.0;-13.0;11.0
23/09/2020;BR;33281.0;124606.0;4624885.0;;;-28.0;7.0;-33.0;-25.0;-10.0;10.0
24/09/2020;BR;32817.0;121412.0;4657702.0;;;-28.0;9.0;-28.0;-23.0;-9.0;10.0
25/09/2020;BR;31911.0;124413.0;4689613.0;;;-25.0;15.0;-27.0;-20.0;-6.0;9.0
26/09/2020;BR;28378.0;50077.0;4717991.0;;;-26.0;14.0;-26.0;-17.0;4.0;7.0
27/09/2020;BR;14318.0;29892.0;4732309.0;;;-33.0;4.0;-27.0;-22.0;3.0;7.0
