date;location_key;new_confirmed;new_tested;cumulative_confirmed;new_persons_vaccinated;cumulative_persons_vaccinated;mobility_retail_and_recreation;mobility_grocery_and_pharmacy;mobility_parks;mobility_transit_stations;mobility_workplaces;mobility_residential
09/11/2020;DE;19617.0;;718553.0;;;-24.0;-2.0;11.0;-27.0;-16.0;8.0
10/11/2020;DE;22706.0;;741259.0;;;-27.0;-1.0;11.0;-26.0;-16.0;9.0
11/11/2020;DE;23526.0;;764785.0;;;-26.0;-2.0;9.0;-27.0;-16.0;9.0
12/11/2020;DE;21385.0;;786170.0;;;-30.0;-1.0;3.0;-28.0;-16.0;9.0
13/11/2020;DE;15794.0;;801964.0;;;-28.0;3.0;11.0;-28.0;-17.0;10.0
14/11/2020;DE;8840.0;;810804.0;;;-32.0;-3.0;38.0;-32.0;-13.0;7.0
15/11/2020;DE;14693.0;;825497.0;;;-48.0;-3.0;62.0;-32.0;-17.0;5.0
16/11/2020;DE;20356.0;;845853.0;;;-25.0;-3.0;-3.0;-28.0;-16.0;8.0
17/11/2020;DE;23703.0;;869556.0;;;-28.0;-1.0;3.0;-27.0;-16.0;9.0
18/11/2020;DE;23751.0;;893307.0;;;-27.0;-7.0;41.0;-28.0;-20.0;9.0
19/11/2020;DE;22293.0;;915600.0;;;-32.0;-2.0;-13.0;-30.0;-17.0;9.0
20/11/2020;DE;14769.0;;930369.0;;;-30.0;1.0;-3.0;-31.0;-17.0;10.0
21/11/2020;DE;8819.0;;939188.0;;;-35.0;-4.0;0.0;-39.0;-14.0;8.0
22/11/2020;DE;15074.0;;954262.0;;;-57.0;-16.0;5.0;-41.0;-20.0;7.0
23/11/2020;DE;19408.0;;973670.0;;;-24.0;-4.0;1.0;-29.0;-16.0;8.0
24/11/2020;DE;22046.0;;995716.0;;;-26.0;-2.0;5.0;-28.0;-16.0;9.0
25/11/2020;DE;22763.0;;1018479.0;;;-25.0;-2.0;8.0;-28.0;-15.0;9.0
26/11/2020;DE;20142.0;;1038621.0;;;-27.0;0.0;-5.0;-29.0;-16.0;9.0
27/11/2020;DE;14940.0;;1053561.0;;;-20.0;7.0;1.0;-29.0;-17.0;9.0
28/11/2020;DE;8784.0;;1062345.0;;;-30.0;0.0;0.0;-37.0;-12.0;7.0
29/11/2020;DE;13294.0;;1075639.0;;;-57.0;-14.0;4.0;-42.0;-19.0;6.0
30/11/2020;DE;19217.0;;1094856.0;;;-17.0;4.0;-6.0;-27.0;-16.0;7.0
01/12/2020;DE;23202.0;;1118058.0;;;-26.0;0.0;-10.0;-26.0;-16.0;9.0
02/12/2020;DE;24421.0;;1142479.0;;;-24.0;2.0;-4.0;-27.0;-14.0;9.0
03/12/2020;DE;22253.0;;1164732.0;;;-27.0;3.0;-13.0;-29.0;-14.0;9.0
04/12/2020;DE;15727.0;;1180459.0;;;-27.0;6.0;-10.0;-30.0;-15.0;10.0
05/12/2020;DE;10234.0;;1190693.0;;;-31.0;3.0;-1.0;-35.0;-11.0;8.0
06/12/2020;DE;16465.0;;1207158.0;;;-57.0;-9.0;-12.0;-42.0;-16.0;6.0
07/12/2020;DE;22799.0;;1229957.0;;;-23.0;-3.0;-10.0;-28.0;-16.0;8.0
08/12/2020;DE;27633.0;;1257590.0;;;-24.0;1.0;4.0;-27.0;-14.0;9.0
09/12/2020;DE;29042.0;;1286632.0;;;-25.0;-1.0;-7.0;-30.0;-15.0;9.0
10/12/2020;DE;27250.0;;1313882.0;;;-27.0;2.0;-11.0;-30.0;-16.0;9.0
11/12/2020;DE;20606.0;;1334488.0;;;-26.0;5.0;-15.0;-32.0;-17.0;10.0
12/12/2020;DE;12498.0;;1346986.0;;;-31.0;0.0;-15.0;-37.0;-12.0;8.0
13/12/2020;DE;19073.0;;1366059.0;;;-60.0;-17.0;-8.0;-44.0;-19.0;7.0
14/12/2020;DE;26929.0;;1392988.0;;;-2.0;13.0;-2.0;-29.0;-20.0;8.0
15/12/2020;DE;31354.0;;1424342.0;;;-6.0;14.0;-6.0;-28.0;-21.0;9.0
16/12/2020;DE;31951.0;;1456293.0;;;-52.0;-4.0;4.0;-42.0;-29.0;13.0
17/12/2020;DE;29758.0;;1486051.0;;;-53.0;-2.0;-10.0;-44.0;-31.0;14.0
18/12/2020;DE;21693.0;;1507744.0;;;-54.0;-2.0;0.0;-45.0;-32.0;15.0
19/12/2020;DE;13902.0;;1521646.0;;;-63.0;-11.0;9.0;-43.0;-21.0;10.0
20/12/2020;DE;20298.0;;1541944.0;;;-63.0;-23.0;-6.0;-47.0;-22.0;8.0
21/12/2020;DE;28979.0;;1570923.0;;;-46.0;12.0;-11.0;-48.0;-44.0;15.0
22/12/2020;DE;33969.0;;1604892.0;;;-47.0;18.0;-11.0;-48.0;-47.0;16.0
23/12/2020;DE;21143.0;;1626035.0;;;-47.0;25.0;-20.0;-50.0;-53.0;18.0
24/12/2020;DE;13148.0;;1639183.0;;;-74.0;-40.0;-32.0;-67.0;-79.0;23.0
25/12/2020;DE;11543.0;;1650726.0;;;-87.0;-94.0;-8.0;-74.0;-87.0;25.0
26/12/2020;DE;9808.0;;1660534.0;;;-86.0;-94.0;-8.0;-61.0;-53.0;12.0
27/12/2020;DE;15738.0;;1676272.0;;24429.0;-69.0;-37.0;-27.0;-53.0;-28.0;8.0
28/12/2020;DE;27563.0;;1703835.0;18007.0;42436.0;-53.0;-2.0;4.0;-56.0;-64.0;20.0
29/12/2020;DE;31055.0;;1734890.0;50065.0;92501.0;-54.0;2.0;11.0;-56.0;-64.0;21.0
30/12/2020;DE;19592.0;;1754482.0;64088.0;156589.0;-48.0;23.0;16.0;-53.0;-63.0;19.0
31/12/2020;DE;10270.0;;1764752.0;49939.0;206528.0;-69.0;-27.0;-2.0;-64.0;-78.0;24.0
01/01/2021;DE;10022.0;;1774774.0;25672.0;232200.0;-87.0;-94.0;-2.0;-75.0;-88.0;28.0
02/01/2021;DE;8834.0;;1783608.0;47804.0;280004.0;-69.0;-20.0;-3.0;-53.0;-31.0;12.0
03/01/2021;DE;14303.0;;1797911.0;22573.0;302577.0;-66.0;-34.0;-2.0;-49.0;-22.0;8.0
04/01/2021;DE;27433.0;;1825344.0;46362.0;348939.0;-55.0;-8.0;-17.0;-50.0;-42.0;16.0
05/01/2021;DE;27959.0;;1853303.0;52484.0;401423.0;-56.0;-5.0;-11.0;-50.0;-42.0;17.0
06/01/2021;DE;26110.0;;1879413.0;63097.0;464520.0;-64.0;-36.0;-4.0;-54.0;-51.0;19.0
07/01/2021;DE;24531.0;;1903944.0;54908.0;519428.0;-58.0;-10.0;-18.0;-50.0;-38.0;16.0
08/01/2021;DE;16666.0;;1920610.0;62875.0;582303.0;-60.0;-12.0;-21.0;-52.0;-37.0;17.0
09/01/2021;DE;8477.0;;1929087.0;60598.0;642901.0;-67.0;-15.0;-3.0;-50.0;-23.0;11.0
10/01/2021;DE;13481.0;;1942568.0;35845.0;678746.0;-61.0;-22.0;25.0;-45.0;-17.0;7.0
11/01/2021;DE;22584.0;;1965152.0;68776.0;747522.0;-55.0;-11.0;-16.0;-46.0;-29.0;13.0
12/01/2021;DE;24106.0;;1989258.0;79322.0;826844.0;-59.0;-15.0;-20.0;-47.0;-30.0;15.0
13/01/2021;DE;20397.0;;2009655.0;112451.0;939295.0;-57.0;-13.0;-14.0;-47.0;-30.0;13.0
14/01/2021;DE;18306.0;;2027961.0;84132.0;1023427.0;-59.0;-14.0;-17.0;-47.0;-31.0;13.0
15/01/2021;DE;13432.0;;2041393.0;90882.0;1114309.0;-59.0;-12.0;-19.0;-49.0;-33.0;14.0
16/01/2021;DE;6595.0;;2047988.0;56856.0;1171165.0;-67.0;-16.0;-7.0;-52.0;-24.0;11.0
17/01/2021;DE;9156.0;;2057144.0;30757.0;1201922.0;-65.0;-26.0;11.0;-50.0;-21.0;7.0
18/01/2021;DE;18461.0;;2075605.0;67569.0;1269491.0;-56.0;-15.0;-19.0;-47.0;-32.0;12.0
19/01/2021;DE;19474.0;;2095079.0;83806.0;1353297.0;-60.0;-17.0;-28.0;-49.0;-32.0;14.0
20/01/2021;DE;16815.0;;2111894.0;79002.0;1432299.0;-56.0;-13.0;3.0;-46.0;-31.0;13.0
21/01/2021;DE;15034.0;;2126928.0;64534.0;1496833.0;-57.0;-12.0;-7.0;-47.0;-31.0;13.0
22/01/2021;DE;11571.0;;2138499.0;68788.0;1565621.0;-58.0;-11.0;-12.0;-49.0;-31.0;14.0
23/01/2021;DE;5018.0;;2143517.0;40772.0;1606393.0;-65.0;-15.0;-7.0;-51.0;-22.0;11.0
24/01/2021;DE;6747.0;;2150264.0;25706.0;1632099.0;-65.0;-27.0;-5.0;-51.0;-20.0;8.0
25/01/2021;DE;15505.0;;2165769.0;52347.0;1684446.0;-56.0;-16.0;-7.0;-46.0;-32.0;12.0
26/01/2021;DE;15817.0;;2181586.0;51357.0;1735803.0;-58.0;-16.0;-6.0;-47.0;-32.0;14.0
27/01/2021;DE;13362.0;;2194948.0;51184.0;1786987.0;-57.0;-16.0;-9.0;-47.0;-31.0;14.0
28/01/2021;DE;12566.0;;2207514.0;47015.0;1834002.0;-58.0;-13.0;-28.0;-48.0;-32.0;14.0
29/01/2021;DE;9947.0;;2217461.0;49886.0;1883888.0;-57.0;-7.0;-23.0;-47.0;-32.0;15.0
30/01/2021;DE;4208.0;;2221669.0;34670.0;1918558.0;-64.0;-12.0;-4.0;-49.0;-20.0;10.0
31/01/2021;DE;5857.0;;2227526.0;25808.0;1944366.0;-57.0;-13.0;42.0;-42.0;-16.0;6.0
01/02/2021;DE;12297.0;;2239823.0;58397.0;2002763.0;-53.0;-10.0;-15.0;-46.0;-32.0;12.0
02/02/2021;DE;13417.0;;2253240.0;65533.0;2068296.0;-55.0;-10.0;-15.0;-46.0;-32.0;13.0
03/02/2021;DE;11507.0;;2264747.0;64632.0;2132928.0;-56.0;-14.0;-19.0;-48.0;-31.0;13.0
04/02/2021;DE;10012.0;;2274759.0;62158.0;2195086.0;-53.0;-6.0;12.0;-45.0;-31.0;13.0
05/02/2021;DE;8383.0;;2283142.0;69419.0;2264505.0;-55.0;-5.0;-10.0;-48.0;-31.0;14.0
06/02/2021;DE;3090.0;;2286232.0;45606.0;2310111.0;-65.0;-13.0;-18.0;-51.0;-20.0;10.0
07/02/2021;DE;4184.0;;2290416.0;28305.0;2338416.0;-70.0;-32.0;-24.0;-56.0;-23.0;9.0
08/02/2021;DE;9098.0;;2299514.0;53034.0;2391450.0;-60.0;-22.0;-15.0;-51.0;-39.0;16.0
09/02/2021;DE;10280.0;;2309794.0;60267.0;2451717.0;-58.0;-13.0;-2.0;-48.0;-36.0;16.0
10/02/2021;DE;9355.0;;2319149.0;77799.0;2529516.0;-57.0;-13.0;-5.0;-47.0;-33.0;15.0
11/02/2021;DE;8542.0;;2327691.0;75689.0;2605205.0;-55.0;-7.0;2.0;-45.0;-32.0;14.0
12/02/2021;DE;5597.0;;2333288.0;80307.0;2685512.0;-55.0;-4.0;3.0;-47.0;-33.0;15.0
13/02/2021;DE;3762.0;;2337050.0;62063.0;2747575.0;-61.0;-7.0;27.0;-46.0;-19.0;10.0
14/02/2021;DE;4394.0;;2341444.0;39643.0;2787218.0;-53.0;-5.0;62.0;-40.0;-12.0;6.0
15/02/2021;DE;9248.0;;2350692.0;70182.0;2857400.0;-55.0;-14.0;-14.0;-45.0;-34.0;14.0
16/02/2021;DE;10007.0;;2360699.0;78292.0;2935692.0;-53.0;-6.0;0.0;-42.0;-31.0;14.0
17/02/2021;DE;9233.0;;2369932.0;95449.0;3031141.0;-51.0;-5.0;2.0;-42.0;-29.0;13.0
18/02/2021;DE;8727.0;;2378659.0;91876.0;3123017.0;-52.0;-3.0;5.0;-41.0;-29.0;13.0
19/02/2021;DE;7778.0;;2386437.0;103164.0;3226181.0;-50.0;0.0;18.0;-42.0;-29.0;13.0
20/02/2021;DE;3044.0;;2389481.0;76202.0;3302383.0;-55.0;-5.0;72.0;-36.0;-13.0;8.0
21/02/2021;DE;4406.0;;2393887.0;57733.0;3360116.0;-36.0;24.0;132.0;-22.0;-6.0;4.0
22/02/2021;DE;10181.0;;2404068.0;98337.0;3458453.0;-45.0;-3.0;39.0;-37.0;-26.0;10.0
23/02/2021;DE;11300.0;;2415368.0;110051.0;3568504.0;-46.0;-2.0;60.0;-36.0;-25.0;11.0
24/02/2021;DE;9912.0;;2425280.0;117717.0;3686221.0;-43.0;-3.0;81.0;-34.0;-24.0;10.0
25/02/2021;DE;9468.0;;2434748.0;130992.0;3817213.0;-44.0;2.0;66.0;-34.0;-25.0;10.0
26/02/2021;DE;7659.0;;2442407.0;146601.0;3963814.0;-48.0;4.0;11.0;-38.0;-25.0;12.0
27/02/2021;DE;3453.0;;2445860.0;108533.0;4072347.0;-56.0;-2.0;29.0;-39.0;-11.0;8.0
28/02/2021;DE;4687.0;;2450547.0;79436.0;4151783.0;-42.0;15.0;76.0;-30.0;-5.0;5.0
01/03/2021;DE;10964.0;;2461511.0;149457.0;4301240.0;-36.0;1.0;34.0;-34.0;-24.0;9.0
02/03/2021;DE;11312.0;;2472823.0;167981.0;4469221.0;-38.0;0.0;62.0;-32.0;-24.0;10.0
03/03/2021;DE;10137.0;;2482960.0;177797.0;4647018.0;-38.0;-1.0;56.0;-33.0;-24.0;10.0
04/03/2021;DE;9654.0;;2492614.0;182593.0;4829611.0;-45.0;0.0;-3.0;-38.0;-25.0;11.0
05/03/2021;DE;8296.0;;2500910.0;208561.0;5038172.0;-44.0;3.0;12.0;-38.0;-24.0;12.0
06/03/2021;DE;3363.0;;2504273.0;154264.0;5192436.0;-51.0;-2.0;37.0;-38.0;-8.0;8.0
07/03/2021;DE;4846.0;;2509119.0;114389.0;5306825.0;-47.0;6.0;51.0;-35.0;-6.0;5.0
08/03/2021;DE;11511.0;;2520630.0;186704.0;5493529.0;-33.0;-1.0;32.0;-36.0;-27.0;10.0
09/03/2021;DE;13997.0;;2534627.0;198275.0;5691804.0;-36.0;-1.0;12.0;-35.0;-24.0;11.0
10/03/2021;DE;13163.0;;2547790.0;222131.0;5913935.0;-33.0;0.0;25.0;-33.0;-23.0;10.0
11/03/2021;DE;12553.0;;2560343.0;223956.0;6137891.0;-39.0;-2.0;-12.0;-37.0;-24.0;11.0
12/03/2021;DE;10471.0;;2570814.0;257559.0;6395450.0;-37.0;3.0;2.0;-37.0;-24.0;11.0
13/03/2021;DE;4837.0;;2575651.0;191302.0;6586752.0;-47.0;-5.0;-21.0;-42.0;-9.0;9.0
14/03/2021;DE;6846.0;;2582497.0;134840.0;6721592.0;-55.0;-4.0;-5.0;-41.0;-6.0;6.0
15/03/2021;DE;15794.0;;2598291.0;190319.0;6911911.0;-33.0;-1.0;-3.0;-33.0;-24.0;9.0
16/03/2021;DE;18364.0;;2616655.0;111224.0;7023135.0;-34.0;1.0;12.0;-32.0;-23.0;10.0
17/03/2021;DE;16736.0;;2633391.0;124891.0;7148026.0;-35.0;-1.0;13.0;-32.0;-22.0;10.0
18/03/2021;DE;15700.0;;2649091.0;118485.0;7266511.0;-36.0;2.0;8.0;-33.0;-22.0;10.0
19/03/2021;DE;13226.0;;2662317.0;161605.0;7428116.0;-36.0;3.0;5.0;-35.0;-22.0;11.0
20/03/2021;DE;5956.0;;2668273.0;168050.0;7596166.0;-42.0;-2.0;25.0;-36.0;-5.0;7.0
21/03/2021;DE;8910.0;;2677183.0;126724.0;7722890.0;-54.0;-4.0;11.0;-40.0;-6.0;6.0
22/03/2021;DE;19453.0;;2696636.0;193277.0;7916167.0;-31.0;1.0;17.0;-33.0;-23.0;9.0
23/03/2021;DE;22656.0;;2719292.0;214915.0;8131082.0;-33.0;4.0;26.0;-32.0;-23.0;10.0
24/03/2021;DE;21910.0;;2741202.0;250103.0;8381185.0;-28.0;4.0;72.0;-29.0;-22.0;9.0
25/03/2021;DE;20041.0;;2761243.0;251625.0;8632810.0;-32.0;5.0;47.0;-30.0;-22.0;9.0
26/03/2021;DE;15784.0;;2777027.0;285763.0;8918573.0;-32.0;5.0;59.0;-31.0;-23.0;10.0
27/03/2021;DE;7591.0;;2784618.0;219984.0;9138557.0;-45.0;-3.0;0.0;-39.0;-6.0;8.0
28/03/2021;DE;10992.0;;2795610.0;143500.0;9282057.0;-43.0;10.0;71.0;-31.0;-3.0;5.0
29/03/2021;DE;20385.0;;2815995.0;216693.0;9498750.0;-24.0;7.0;91.0;-32.0;-30.0;9.0
30/03/2021;DE;23994.0;;2839989.0;233776.0;9732526.0;-23.0;13.0;135.0;-28.0;-29.0;9.0
31/03/2021;DE;21452.0;;2861441.0;232666.0;9965192.0;-19.0;27.0;138.0;-25.0;-30.0;8.0
01/04/2021;DE;15492.0;;2876933.0;241495.0;10206687.0;-22.0;34.0;78.0;-30.0;-34.0;9.0
02/04/2021;DE;10629.0;;2887562.0;158467.0;10365154.0;-74.0;-89.0;78.0;-60.0;-82.0;25.0
03/04/2021;DE;7152.0;;2894714.0;167810.0;10532964.0;-43.0;10.0;48.0;-36.0;-11.0;7.0
04/04/2021;DE;7041.0;;2901755.0;142948.0;10675912.0;-54.0;-6.0;64.0;-35.0;-1.0;3.0
05/04/2021;DE;11508.0;;2913263.0;178087.0;10853999.0;-78.0;-91.0;-1.0;-66.0;-84.0;25.0
06/04/2021;DE;23728.0;;2936991.0;297773.0;11151772.0;-37.0;9.0;2.0;-39.0;-35.0;13.0
07/04/2021;DE;25774.0;;2962765.0;629365.0;11781137.0;-40.0;-2.0;-1.0;-40.0;-34.0;13.0
08/04/2021;DE;23299.0;;2986064.0;631259.0;12412396.0;-37.0;4.0;26.0;-37.0;-32.0;12.0
09/04/2021;DE;18042.0;;3004106.0;532563.0;12944959.0;-36.0;1.0;54.0;-36.0;-31.0;12.0
10/04/2021;DE;8849.0;;3012955.0;304037.0;13248996.0;-48.0;-4.0;20.0;-38.0;-7.0;8.0
11/04/2021;DE;12123.0;;3025078.0;210585.0;13459581.0;-48.0;3.0;50.0;-33.0;-5.0;6.0
12/04/2021;DE;26734.0;;3051812.0;335256.0;13794837.0;-36.0;0.0;13.0;-34.0;-24.0;10.0
13/04/2021;DE;28559.0;;3080371.0;529744.0;14324581.0;-37.0;2.0;34.0;-33.0;-23.0;11.0
14/04/2021;DE;25080.0;;3105451.0;724290.0;15048871.0;-36.0;2.0;34.0;-33.0;-23.0;10.0
15/04/2021;DE;23085.0;;3128536.0;611554.0;15660425.0;-38.0;4.0;28.0;-33.0;-22.0;10.0
16/04/2021;DE;17694.0;;3146230.0;507903.0;16168328.0;-38.0;4.0;35.0;-35.0;-22.0;11.0
17/04/2021;DE;8805.0;;3155035.0;302378.0;16470706.0;-47.0;-2.0;46.0;-36.0;-4.0;8.0
18/04/2021;DE;12307.0;;3167342.0;227943.0;16698649.0;-48.0;7.0;45.0;-35.0;-4.0;6.0
19/04/2021;DE;27974.0;;3195316.0;336245.0;17034894.0;-36.0;0.0;40.0;-32.0;-22.0;9.0
20/04/2021;DE;29369.0;;3224685.0;525428.0;17560322.0;-33.0;2.0;90.0;-28.0;-21.0;10.0
21/04/2021;DE;25455.0;;3250140.0;674969.0;18235291.0;-33.0;2.0;77.0;-29.0;-21.0;9.0
22/04/2021;DE;22979.0;;3273119.0;571258.0;18806549.0;-37.0;5.0;46.0;-32.0;-21.0;10.0
23/04/2021;DE;18024.0;;3291143.0;471677.0;19278226.0;-35.0;7.0;70.0;-31.0;-21.0;10.0
24/04/2021;DE;8667.0;;3299810.0;303173.0;19581399.0;-46.0;0.0;86.0;-32.0;-3.0;6.0
25/04/2021;DE;12217.0;;3312027.0;230712.0;19812111.0;-35.0;24.0;113.0;-25.0;0.0;4.0
26/04/2021;DE;25269.0;;3337296.0;361579.0;20173690.0;-35.0;4.0;69.0;-32.0;-22.0;9.0
27/04/2021;DE;25012.0;;3362308.0;764472.0;20938162.0;-34.0;5.0;93.0;-30.0;-22.0;10.0
28/04/2021;DE;21438.0;;3383746.0;1029442.0;21967604.0;-32.0;7.0;103.0;-29.0;-22.0;9.0
29/04/2021;DE;19154.0;;3402900.0;809011.0;22776615.0;-38.0;13.0;17.0;-33.0;-23.0;10.0
30/04/2021;DE;15065.0;;3417965.0;629093.0;23405708.0;-33.0;35.0;29.0;-31.0;-22.0;10.0
01/05/2021;DE;6657.0;;3424622.0;250507.0;23656215.0;-72.0;-88.0;82.0;-41.0;-37.0;11.0
02/05/2021;DE;9124.0;;3433746.0;193577.0;23849792.0;-46.0;14.0;29.0;-35.0;-6.0;6.0
03/05/2021;DE;20979.0;;3454725.0;338117.0;24187909.0;-30.0;16.0;49.0;-30.0;-23.0;9.0
04/05/2021;DE;20854.0;;3475579.0;734104.0;24922013.0;-39.0;6.0;12.0;-33.0;-23.0;11.0
05/05/2021;DE;17166.0;;3492745.0;972256.0;25894269.0;-38.0;5.0;16.0;-33.0;-23.0;11.0
06/05/2021;DE;15473.0;;3508218.0;777818.0;26672087.0;-38.0;8.0;19.0;-32.0;-22.0;10.0
07/05/2021;DE;12037.0;;3520255.0;624105.0;27296192.0;-37.0;12.0;24.0;-33.0;-21.0;11.0
08/05/2021;DE;5319.0;;3525574.0;261100.0;27557292.0;-41.0;7.0;78.0;-29.0;0.0;6.0
09/05/2021;DE;7396.0;;3532970.0;179427.0;27736719.0;-22.0;50.0;167.0;-10.0;16.0;0.0
10/05/2021;DE;16751.0;;3549721.0;411467.0;28148186.0;-30.0;1.0;89.0;-27.0;-23.0;8.0
11/05/2021;DE;16485.0;;3566206.0;867863.0;29016049.0;-31.0;12.0;53.0;-28.0;-22.0;10.0
12/05/2021;DE;9665.0;;3575871.0;1095873.0;30111922.0;-21.0;46.0;49.0;-24.0;-23.0;7.0
13/05/2021;DE;7643.0;;3583514.0;259261.0;30371183.0;-64.0;-86.0;115.0;-53.0;-82.0;23.0
14/05/2021;DE;8598.0;;3592112.0;518604.0;30889787.0;-28.0;17.0;75.0;-37.0;-49.0;15.0
15/05/2021;DE;4274.0;;3596386.0;234164.0;31123951.0;-43.0;-1.0;61.0;-30.0;-8.0;7.0
16/05/2021;DE;5251.0;;3601637.0;158476.0;31282427.0;-40.0;21.0;63.0;-24.0;1.0;4.0
17/05/2021;DE;12327.0;;3613964.0;352727.0;31635154.0;-28.0;10.0;38.0;-26.0;-21.0;8.0
18/05/2021;DE;11309.0;;3625273.0;558654.0;32193808.0;-29.0;10.0;50.0;-26.0;-20.0;9.0
19/05/2021;DE;8432.0;;3633705.0;621824.0;32815632.0;-26.0;10.0;67.0;-25.0;-20.0;8.0
20/05/2021;DE;7582.0;;3641287.0;483276.0;33298908.0;-26.0;13.0;73.0;-26.0;-19.0;8.0
21/05/2021;DE;5821.0;;3647108.0;418927.0;33717835.0;-28.0;16.0;59.0;-26.0;-19.0;8.0
22/05/2021;DE;2002.0;;3649110.0;185773.0;33903608.0;-36.0;10.0;56.0;-26.0;0.0;5.0
23/05/2021;DE;1798.0;;3650908.0;122732.0;34026340.0;-29.0;34.0;121.0;-19.0;1.0;2.0
24/05/2021;DE;3671.0;;3654579.0;141864.0;34168204.0;-53.0;-85.0;212.0;-46.0;-82.0;20.0
25/05/2021;DE;7151.0;;3661730.0;311755.0;34479959.0;-22.0;23.0;41.0;-28.0;-26.0;9.0
26/05/2021;DE;6818.0;;3668548.0;595248.0;35075207.0;-24.0;12.0;45.0;-27.0;-23.0;9.0
27/05/2021;DE;5160.0;;3673708.0;496682.0;35571889.0;-25.0;11.0;38.0;-28.0;-22.0;9.0
28/05/2021;DE;3690.0;;3677398.0;438936.0;36010825.0;-18.0;14.0;92.0;-23.0;-19.0;7.0
29/05/2021;DE;1606.0;;3679004.0;181788.0;36192613.0;-23.0;7.0;127.0;-15.0;8.0;2.0
30/05/2021;DE;2439.0;;3681443.0;102504.0;36295117.0;-5.0;63.0;188.0;-4.0;15.0;0.0
31/05/2021;DE;5104.0;;3686547.0;249335.0;36544452.0;-2.0;15.0;140.0;-17.0;-19.0;5.0
01/06/2021;DE;4487.0;;3691034.0;500307.0;37044759.0;-3.0;20.0;153.0;-15.0;-19.0;5.0
02/06/2021;DE;2939.0;;3693973.0;665881.0;37710640.0;3.0;35.0;166.0;-13.0;-19.0;3.0
03/06/2021;DE;2275.0;;3696248.0;285705.0;37996345.0;-31.0;-44.0;174.0;-33.0;-57.0;14.0
04/06/2021;DE;2308.0;;3698556.0;363659.0;38360004.0;-6.0;21.0;121.0;-24.0;-32.0;8.0
05/06/2021;DE;1135.0;;3699691.0;130336.0;38490340.0;-19.0;6.0;103.0;-18.0;4.0;3.0
06/06/2021;DE;1715.0;;3701406.0;63269.0;38553609.0;-21.0;49.0;81.0;-14.0;11.0;1.0
07/06/2021;DE;3537.0;;3704943.0;244997.0;38798606.0;-5.0;13.0;87.0;-18.0;-15.0;5.0
08/06/2021;DE;2866.0;;3707809.0;442174.0;39240780.0;-6.0;14.0;113.0;-16.0;-13.0;6.0
09/06/2021;DE;2282.0;;3710091.0;577746.0;39818526.0;-3.0;14.0;121.0;-16.0;-13.0;5.0
10/06/2021;DE;1842.0;;3711933.0;512193.0;40330719.0;-6.0;14.0;113.0;-17.0;-13.0;5.0
11/06/2021;DE;1311.0;;3713244.0;460080.0;40790799.0;-7.0;15.0;130.0;-16.0;-12.0;3.0
12/06/2021;DE;516.0;;3713760.0;166924.0;40957723.0;-14.0;6.0;119.0;-15.0;7.0;1.0
13/06/2021;DE;934.0;;3714694.0;67556.0;41025279.0;1.0;67.0;154.0;-6.0;15.0;-1.0
14/06/2021;DE;1703.0;;3716397.0;263863.0;41289142.0;-1.0;15.0;129.0;-16.0;-14.0;3.0
15/06/2021;DE;1445.0;;3717842.0;445170.0;41734312.0;-3.0;19.0;130.0;-15.0;-12.0;4.0
16/06/2021;DE;1160.0;;3719002.0;566707.0;42301019.0;-3.0;15.0;143.0;-16.0;-13.0;3.0
17/06/2021;DE;1033.0;;3720035.0;480489.0;42781508.0;-11.0;13.0;127.0;-18.0;-15.0;4.0
18/06/2021;DE;737.0;;3720772.0;410667.0;43192175.0;-11.0;13.0;128.0;-18.0;-14.0;4.0
19/06/2021;DE;276.0;;3721048.0;147966.0;43340141.0;-21.0;2.0;131.0;-15.0;5.0;0.0
20/06/2021;DE;609.0;;3721657.0;72989.0;43413130.0;-9.0;54.0;110.0;-12.0;12.0;0.0
21/06/2021;DE;1068.0;;3722725.0;238356.0;43651486.0;-6.0;13.0;88.0;-19.0;-16.0;4.0
22/06/2021;DE;905.0;;3723630.0;437519.0;44089005.0;-7.0;14.0;87.0;-17.0;-14.0;5.0
23/06/2021;DE;829.0;;3724459.0;562424.0;44651429.0;-4.0;13.0;99.0;-16.0;-14.0;4.0
24/06/2021;DE;740.0;;3725199.0;549391.0;45200820.0;-10.0;11.0;76.0;-18.0;-15.0;5.0
25/06/2021;DE;484.0;;3725683.0;415096.0;45615916.0;-7.0;12.0;107.0;-16.0;-14.0;4.0
26/06/2021;DE;223.0;;3725906.0;154711.0;45770627.0;-13.0;3.0;144.0;-8.0;8.0;-1.0
27/06/2021;DE;524.0;;3726430.0;88337.0;45858964.0;2.0;62.0;144.0;-4.0;16.0;-2.0
28/06/2021;DE;898.0;;3727328.0;260309.0;46119273.0;-5.0;12.0;110.0;-18.0;-15.0;3.0
29/06/2021;DE;866.0;;3728194.0;443410.0;46562683.0;-12.0;10.0;71.0;-20.0;-16.0;5.0
30/06/2021;DE;711.0;;3728905.0;521500.0;47084183.0;-4.0;15.0;65.0;-18.0;-15.0;4.0
01/07/2021;DE;670.0;;3729575.0;465871.0;47550054.0;-6.0;16.0;56.0;-16.0;-15.0;5.0
02/07/2021;DE;509.0;;3730084.0;391114.0;47941168.0;-2.0;16.0;108.0;-12.0;-13.0;3.0
